AirToxicsCancerRiskNATACancerRisk,AirToxicsCancerRiskNationalAverage,AirToxicsCancerRiskPercentile,AirToxicsCancerRiskPercentile_OLD,CancerPrevalence,CancerPrevalenceNationalAverage,CancerPrevalencePercentile,City,CountyFIPSCode,CountyFIPSCode_text,CountyorParish,ECHOLink1,EPAFRSID1,EstimatedPopulationwithin3miles,FacilityDescription,GHGRPID1,GHGRPLink,Latitude,LinktoEJSCREENReport,Location,Longitude,PercentLow-IncomeNationalAverage,PercentLow-IncomePercentile,PercentLow-Incomewithin3miles,PercentPeopleofColorNationalAverage,PercentPeopleofColorPercentile,PercentPeopleofColorwithin3miles,PercentPeopleover64YearsOldwithin3miles,Percentover64YearsOldNationalAverage,Percentover64YearsOldPercentile,Percentunder5YearsOldNationalAverage,Percentunder5YearsOldPercentile,Percentunder5YearsOldwithin3miles,PlasticsInventory,PrimaryNAICSCode,Published,ResearchNotes,State,StateFacilityIDNumbers,StreetAddress,ZIPCode,created_by,facility_name,id,id_qaqc,modified_by,xata,PrimarySICCode,ECHOLink2,EPAFRSID2,FacilityFootprint,EPAFRSID3,GHGRPID2,PlasticsInventory_ToAdd
69.0,25.0,94.0,90-95th,6.3,6.4,44.0,Plaquemine,22047.0,22047,Iberville Parish,https://echo.epa.gov/detailed-facility-report?fid=110001244724,110001244724.0,6864.0,"The Dow Chemical Plaquemine Facility is an ethane cracker and petrochemical plant in Iberville Parish, Louisiana. It has the capacity to produce nearly 1.5 million metric tons of ethylene and 1.11 million metric tons of polyethylene, as well as propylene and other petrochemical products.

Click <a href=""https://environmentalintegrity.shinyapps.io/fencelinemonitoring/?_inputs_&navbar=%22periods%22&dropdown1=%22%22&facility_input=%22Dow%20Chemical%20Plaquemine%22&date_input=%22%22"" target=""_blank"">here</a> to view fenceline monitoring results from this facility. Additional information is available on the company’s <a href=""https://corporate.dow.com/en-us/locations/louisiana/plaquemine-la-monitoring.html"" target=""_blank"">website</a>.

<img src=""https://cdn.prod.website-files.com/62963b843bd3a03f930371e2/673e309dd437e69fd70e0740_Dow%20Plaquemine%20%C2%A9Garth%20Lenz%20-%20Cancer%20Alley-0520.jpg"" alt=""Dow Chemical Plaquemine"" width=""600"" height=""400"" style=""float: left; margin-top: 35px; margin-right: 20px;"">",1004314.0,,30.320903,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-91.239015,%22y%22:30.320903,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-91.239015 30.320903),-91.239015,30.0,54.0,29.0,40.0,67.0,52.0,19.0,18.0,62.0,5.0,78.0,8.0,True,,True,"PMF 11/20/24: Removed old photo, added new one.

CM 1/30/24: deleted On July 15, 2023, a fire broke out after an explosion at Dow Chemical’s Plaquemine, Louisiana, facility. The impact of the explosion was felt 15 miles away in Baton Rouge, and a shelter-in-place order was issued for several hours. The facility, which produces ethylene and other petrochemicals, houses equipment owned by other companies that have also seen accidents in recent years, including an April 2022 chlorine leak from a unit owned by Olin Chemical that sent 39 people to the hospital.",LA,1409,21255 Hwy 1,70764,Lottie Mitchell,Dow Chemical Plaquemine Facility,6619,6619,"Keene Kelderman, PMF","{'createdAt': '2023-07-10T19:11:02.327Z', 'updatedAt': '2024-12-04T17:47:58.641996Z', 'version': 254}",,,,,,,
35.0,25.0,52.0,50-60th,7.4,6.4,70.0,Orange,48361.0,48361,Orange County,https://echo.epa.gov/detailed-facility-report?fid=110017746368,110017746368.0,6724.0,"The Dow Chemical Sabine River Plant is a facility in Orange County, Texas that has the capacity to produce 771,000 metric tons of ethylene and 270,000 metric tons of polyethylene each year. The plant began operation in 1947 and was sold by its original owner, Dupont, to Dow in 2019.

Click <a href=""https://environmentalintegrity.shinyapps.io/fencelinemonitoring/?_inputs_&navbar=%22periods%22&dropdown1=%22%22&facility_input=%22Dow%20Chemical%20Orange%20Plant%22&date_input=%22%22"" target=""_blank"">here</a> to view fenceline monitoring results from this facility. Additional information is available on the company’s <a href=""https://corporate.dow.com/en-us/locations/houston/orange-tx-monitoring.html"" target=""_blank"">website</a>.

<img src=""https://cdn.prod.website-files.com/62963b843bd3a03f930371e2/673f7af20a4c488fb7efd5ba_Dow%20Chemical%20Sabine%20River%20%C2%A9Garth%20Lenz%20-%20Beaumont%20-%20Port%20Arthur%20Sept%2017-0164.jpg"" alt=""Dow Chemical Sabine River Facility"" width=""600"" height=""400"" style=""float: left; margin-top: 35px; margin-right: 20px;"">",1003382.0,,30.055081,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.755098,%22y%22:30.055081,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-93.755098 30.055081),-93.755098,30.0,71.0,41.0,40.0,53.0,35.0,19.0,18.0,60.0,5.0,87.0,10.0,True,,True,PMF 11/21/24: Added photo.,TX,RN100542711,3055 FM 1006,77630,Lottie Mitchell,Dow Chemical Sabine River Facility,6623,6623,"Kira Burkhart, PMF","{'createdAt': '2023-07-10T22:04:15.489Z', 'updatedAt': '2024-12-04T17:47:58.800893Z', 'version': 251}",,,,,,,
,,,,,,,,,48173,Glasscock County,,,,"The Poseidon Gas Plant is a cryogenic gas processing facility in Glasscock County, Texas. It has the capacity to process 300 million cubic feet per day of gas and extract 40,000 barrels of natural gas liquids. It is Enterprise's sixth gas processing plant in the Midland Basin.",,,,,,,,,,,,,,,,,,,,,False,"CM 4/8/24: private bc can't find RN
GB 1/26/2024 - Unsure why this is private, gas plant is live within purview and operational. Should probably be completed.

https://www.ogj.com/refining-processing/gas-processing/new-plants/article/14296592/epp-commissions-new-gas-processing-plant-in-midland-basin",TX,,,,Lottie Mitchell,Poseidon Gas Plant,6658,6658,Griffin Bird,"{'createdAt': '2023-07-19T14:32:53.797Z', 'updatedAt': '2024-04-16T17:48:30.813752Z', 'version': 12}",,,,,,,
30.0,25.0,52.0,,7.0,6.4,60.0,Texarkana,,48037,Bowie County,,,3473.0,"The Braven Environmental Texarkana Chemical Recycling Plant is a proposed pyrolysis plant that would convert used plastic products into a fuel which can be used to produce new plastic products. It would be located in Bowie County, Texas and developed with Koch Project Solutions. At full capacity, it would process 250,000 metric tons of plastic and produce 50 million gallons of fuel per year.",,,33.44997860073164,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-94.2737423758008,%22y%22:33.4499786007316,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-94.27374237580082,30.0,69.0,39.0,40.0,35.0,19.0,18.0,18.0,56.0,5.0,51.0,5.0,,,True,"location estimated from JETI app, pg 16

https://www.waste360.com/recycling/braven-environmental-announces-agreement-koch-project-solutions-support-expansion-plans",TX,RN111963336,,75501,Lottie Mitchell,Braven Environmental Texarkana Chemical Recycling Plant,6661,6661,Lottie Mitchell,"{'createdAt': '2023-07-21T18:23:54.349Z', 'updatedAt': '2024-12-04T17:47:58.932761Z', 'version': 86}",,,,,,,
56.0,25.0,94.0,90-95th,5.8,6.4,36.0,Baytown,48201.0,48201,Harris County,,,35537.0,"The ExxonMobil Baytown Chemical Plant is a plastics and chemical production facility located in Harris County, Texas, about 25 miles east of Houston. It is located within ExxonMobil’s Baytown Complex—one of the largest refining and petrochemical complexes in the world.

Click <a href=""https://environmentalintegrity.shinyapps.io/fencelinemonitoring/?_inputs_&navbar=%22periods%22&dropdown1=%22%22&facility_input=%22Exxon%20Baytown%20Chemical%20Plant%22&date_input=%22%22"" target=""_blank"">here</a> to view fenceline monitoring results from this facility. Additional information is available on the company’s <a href=""https://complex.fencelinemonitoring.exxonmobilbaytown.com/en"" target=""_blank"">website</a>.

<img src=""https://cdn.prod.website-files.com/62963b843bd3a03f930371e2/673e2d39ba58306cb9ef28ee_ExxonMobil%20Baytown%20%C2%A9Garth%20Lenz%20Houston%20etc.%20Sept%2017-0318.jpg"" alt=""ExxonMobil Baytown Chemical Plant"" width=""600"" height=""400"" style=""float: left; margin-top: 35px; margin-right: 20px;"">",,,29.749787,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-95.021498,%22y%22:29.749787,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-95.021498 29.749787),-95.021498,30.0,71.0,41.0,40.0,81.0,76.0,10.0,18.0,24.0,5.0,78.0,8.0,True,,True,"PMF 11/20/24: Added photo.

https://baytownedf.org/news-media/article/exxonmobil-ramps-back-up-construction-on-500m-expansion-after-pause

**EJ Screen not working during data entry",TX,RN102574803,5000 Bayway Dr,77520,Lottie Mitchell,ExxonMobil Baytown Chemical Plant,6671,6671,"Kira Burkhart, PMF","{'createdAt': '2023-07-25T21:06:48.162Z', 'updatedAt': '2024-12-04T17:47:59.063174Z', 'version': 253}",,,,,,,
,,,,,,,,,,,,,,"The New Hope Energy/TotalEnergies Plant is a proposed chemical recycling plant. It would be located in Texas, but a more precise location has not yet been announced. It would convert up to 310,000 tons per year of plastic waste in to synthetic oil using pyrolysis. TotalEnergies would then use the oil to manufacture new plastic products at its existing facilities.",,,,,,,,,,,,,,,,,,,,,False,"AS 11/20/24 - facility/project marked private because it's a duplicate of the expansion at Trinity Oaks (although might be built as a stand alone facility)
https://oilandgaswatch.org/facility/5057

https://polymers.totalenergies.com/circular-solutions/advanced-recycling
https://totalenergies.com/media/news/press-releases/plastic-recycling-totalenergies-and-new-hope-energy-partner-us-advanced
https://newhopeenergy.com/plastic-recycling-totalenergies-and-new-hope-energy-partner-on-u-s-advanced-recycling-project
---
AS 1/18/24 - no news since May/September 2022",TX,,TBD,,Lottie Mitchell,New Hope Energy/TotalEnergies Plant,6683,6683,Alexandra Shaykevich,"{'createdAt': '2023-07-31T15:41:50.638Z', 'updatedAt': '2024-11-20T19:56:21.964362Z', 'version': 8}",,,,,,,
30.0,25.0,52.0,50-60th,6.5,6.4,51.0,Pineville,22079.0,22079,Rapides Parish,,,3344.0,"The Beaver Lake Renewable Energy Plant is a proposed methanol production facility in Rapides Parish, Louisiana. The plant would use wood fiber to manufacture 400,000 tons of methanol each year using renewable energy or biomass energy, which would be sold for use as ship fuel. Sun Gas Renewables also plans to incorporate carbon dioxide capture at the facility which would be sequestered underground offsite. The plant would be developed in partnership with C2X LLC and is one of multiple green methanol production facilities the companies are planning to build in North America. ",,,31.293347,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-92.349936,%22y%22:31.293347,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-92.349936 31.293347),-92.349936,30.0,62.0,34.0,40.0,34.0,18.0,17.0,18.0,54.0,5.0,78.0,8.0,,,True,"AS 5/15/24 - partnership with C2X announced https://www.hydrocarbonprocessing.com/news/2024/05/sungas-renewables-c2x-partner-to-expand-green-methanol-production-capacity-in-north-america/?oly_enc_id=5790G9366367B8Y
---
CM 12/19/23 deleted: On July 26, 2023, SunGas Renewables [announced](https://www.opportunitylouisiana.gov/led-news/news-releases/news/2023/07/26/sungas-renewables-chooses-rapides-parish-for-proposed-$1.8-billion-clean-fuel-facility) plans to build a new methanol production facility in Pineville, in central Louisiana. The proposed plant would manufacture 400,000 tons of methanol each year using renewable or biomass energy. The methanol would then be sold to a Danish shipping company which uses methanol to power its vessels. SunGas plans to begin operations at the plant in 2027.

https://www.opportunitylouisiana.gov/led-news/news-releases/news/2023/07/26/sungas-renewables-chooses-rapides-parish-for-proposed-$1.8-billion-clean-fuel-facility

location is site of international paper co in Rapides Parish - could be AI 2140
https://sungasrenewables.com/sungas-renewables-announces-beaver-lake-renewable-energy/",LA,,300 Williams Lake Rd,71360,Lottie Mitchell,Beaver Lake Renewable Energy Plant,6686,6686,AS,"{'createdAt': '2023-07-31T19:21:24Z', 'updatedAt': '2024-12-04T17:47:59.219034Z', 'version': 249}",,,,,,,
,,,,,,,,,22109,Terrebonne Parish,,,,"The proposed Milestone Carbon Sequestration Hub is located in Terrebonne Parish, about 50 miles southwest of New Orleans. Milestone Carbon is currently evaluating 46,000 acres of land for CCS operations. If constructed, this carbon capture and sequestration site would sequester carbon dioxide from industrial facilities in southeastern Louisiana.",,,,,,,,,,,,,,,,,,,,,True,https://www.milestone-es.com/About-Us/News-and-Events/Milestone-Carbon-Signs-Letter-of-Intent-for-Louisiana-Carbon-Capture-and-Sequestration-Project/ -PB 8/7/21,LA,,,,Alexandra Shaykevich,Milestone Carbon Sequestration Hub,6688,6688,Alexandra Shaykevich,"{'createdAt': '2023-08-02T17:17:51.452Z', 'updatedAt': '2024-04-16T17:48:31.299128Z', 'version': 11}",,,,,,,
27.0,25.0,5.0,<50th,7.1,6.4,65.0,,47169.0,47169,Trousdale County,,,4218.0,"New compressor station proposed as part of the Ridgeline Expansion Project. The compressor station will have electric-powered compressor units (14,600 horsepower total) with natural gas-fired compressor units (15,280 horsepower total) as backup.",,,36.381426,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-86.191018,%22y%22:36.381426,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-86.191018 36.381426),-86.191018,30.0,60.0,33.0,40.0,27.0,14.0,14.0,18.0,40.0,5.0,64.0,6.0,,,True,"TW 08/04/23
- Lat/lon based on comparing project maps to Google Maps",TN,,,,Tyler Weiglein,Hartsville Compressor Station,6697,6697,Kira Burkhart,"{'createdAt': '2023-08-04T17:37:00.34Z', 'updatedAt': '2024-12-04T17:47:59.36819Z', 'version': 245}",,,,,,,
30.0,25.0,52.0,50-60th,5.9,6.4,37.0,,22057.0,22057,Lafourche Parish,,,58.0,"This proposed carbon sequestration hub is located in Lafourche Parish, west of New Orleans. ConocoPhillips is currently assessing the viability of geologic carbon sequestration in the subsurface formations near Bayou Des Allemands. According to Empower, ConocoPhilips has signed a Memorandum of Interest with Enlink Midstream to send CO2 to Enlink's pipeline system. For more information on this facility, please see Empower LLC's report on <a href=""https://www.lagainstfalsesolutions.org/reports"">Carbon Capture and Sequestration in Louisiana</a>.",,,29.824778,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-90.544178,%22y%22:29.824778,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-90.544178 29.824778),-90.544178,30.0,81.0,50.0,40.0,62.0,45.0,15.0,18.0,48.0,5.0,31.0,3.0,,,True,"CM 2/2/24 deleted In November 2023, ConocoPhillips withdrew their application for a coastal use permit to drill a appraisal well at the sequestration site. The status of this project is currently unknown.",LA,,Hwy 307 (Near Bayou Des Allemands),,Preet Bains,Project Roux Sequestration Hub,6701,6701,CM,"{'createdAt': '2023-08-07T21:32:17.281Z', 'updatedAt': '2024-12-04T17:47:59.510684Z', 'version': 246}",,,,,,,
,,,,,,,,,22019,Calcasieu Parish,,,,"Climeworks, in partnership with Batelle and Heirloom Carbon, plans to construct a direct air capture facility in Calcasieu Parish, Louisiana. The facility is part of Project Cypress, a DAC hub in Louisiana that has received $50 million in funding from the Department of Energy.  The hub was originally announced to be able to capture one million tons of carbon dioxide from the air, but the capacity of Climeworks' facility has not yet been announced. The captured carbon will be sequestered underground by Gulf Coast Sequestration.",,,,,,,,,,,,,,,,,,,,,True,"PB 6/25/24: looks like Project Cypress hub will consist of Climework's facility in Calcasieu Parish and Heirloom's facility in Shreveport. Edited facility name and description accordingly, and created a new facility page for the Shreveport facility (added as associated facility).
https://static1.squarespace.com/static/64cbc3c84152344afb41b9b9/t/6678bea5186a8f3f9be5cefd/1719189157472/Project+Cypress+Press+Release_Corridor+of+Economic+Opportunity+in+Louisiana.pdf

CM 12/19/23 deleted: **The Department of Energy Office of Clean Energy Demonstrations [plans to hold a public meeting](https://app.smartsheetgov.com/b/form/35902fe375b04424b458e9f1cd512949) on November 7, 2023 from 5:30-7:20 local time at the West-Cal Events Center (401 Arena Road Sulphur, LA 70665)  to discuss the proposed Project Cypress Direct Air Capture Hub in Southwest Louisiana.**

CM 10/30/23 deleted latest news: The U.S. Department of Energy will hold a community meeting this fall regarding the Project Cypress carbon capture and sequestration hub in Southwest Louisiana. The proposed hub, which was recently awarded a large federal grant, is designed to capture and sequester one million tons of carbon dioxide directly from the air when at full capacity. The DOE had originally scheduled the meeting for Sept. 19 but has recently said it would reschedule the meeting to another date based on “local feedback.” **Please see the [public notice](https://app.smartsheetgov.com/b/form/35902fe375b04424b458e9f1cd512949) for more information.**

https://www.reuters.com/business/energy/us-awards-12-bln-oxy-climeworks-led-carbon-air-capture-hubs-2023-08-11/

https://www.battelle.org/insights/newsroom/press-release-details/team-of-battelle-climeworks-heirloom-receive-notification-of-selection-on-direct-air-capture-hub-from-u.s.-department-of-energy

https://www.projectcypress.com/",LA,,,,Preet Bains,Climeworks Project Cypress DAC Facility,6712,6712,Keene Kelderman,"{'createdAt': '2023-08-11T19:21:41.514Z', 'updatedAt': '2024-06-26T02:51:54.478592Z', 'version': 13}",,,,,,,
36.0,25.0,52.0,50-60th,6.6,6.4,51.0,Sulphur,22019.0,22019,Calcasieu Parish,,,7479.0,"The Citgo Petroleum Lake Charles Manufacturing Complex is an industrial site in Calcasieu Parish, Louisiana - approximately 6 miles southwest of Lake Charles, Louisiana - that contains a petroleum refinery, products terminal, and pipelines. The Lake Charles Manufacturing Complex is the seventh largest refining facility in the United States and has a refining capacity of 807,000 barrels per day. The facility processes crude oil into benzene, propane, ethane, sulfur, gasoline, residual oil, propylene, coke, and other miscellaneous products.",1002389.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002389&ds=E&et=&popup=true,30.178397,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.330253,%22y%22:30.178397,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-93.330253 30.178397),-93.330253,30.0,43.0,23.0,40.0,28.0,14.0,17.0,18.0,54.0,5.0,64.0,6.0,,324110,False,"CM 4/2/24 marked private, no project

CM 2/2/24 moved update to alerts
GB 1/19/2024 This Lake Charles Manufacturing Complex contains a petroleum refinery - the Lake Charles Petroleum Refinery. Air and water permits are issued to the Lake Charles Manufacturing Complex, so that is what I changed the facility name to.

There are two entries for this facility on ECHO:

CITGO PETROLEUM CORP, FRS ID 110000597248
(https://echo.epa.gov/detailed-facility-report?fid=110000597248&ej_type=sup&ej_compare=US)

CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX, FRS ID 110070244347
(https://echo.epa.gov/detailed-facility-report?fid=110070244347&ej_type=sup&ej_compare=US)

It is not immediately clear to me why that is the case. Thus, I have elected to include this information as a note and not in the ECHO fields",LA,1250,4401 Hwy 108 W,70665,Alexandra Shaykevich,Citgo Petroleum Lake Charles Manufacturing Complex,6727,6727,Brendan Gibbons,"{'createdAt': '2023-08-21T15:02:56.722Z', 'updatedAt': '2024-12-04T17:47:59.670769Z', 'version': 263}",2911,,,,,,
